"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"UKM00003772","HEATHROW, UK","2002-09-10",,,"60","70","50"
"UKM00003772","HEATHROW, UK","2002-09-11","0.00",,"62","72","50"
"UKM00003772","HEATHROW, UK","2002-09-12","0.00",,"66","74",
"UKM00003772","HEATHROW, UK","2002-09-13","0.00",,"66","76",
"UKM00003772","HEATHROW, UK","2002-09-14","0.00",,"61","67","59"
"UKM00003772","HEATHROW, UK","2002-09-15","0.00",,"60","65",
"UKM00003772","HEATHROW, UK","2002-09-16","0.00",,"58","67",
"UKM00003772","HEATHROW, UK","2002-09-17",,,"60","67","53"
"UKM00003772","HEATHROW, UK","2002-09-18","0.00",,"60",,"53"
"UKM00003772","HEATHROW, UK","2002-09-19","0.00",,"61","67","55"
"UKM00003772","HEATHROW, UK","2002-09-20","0.00",,"61",,
"UKM00003772","HEATHROW, UK","2002-09-21","0.00",,"60","66",
"UKM00003772","HEATHROW, UK","2002-09-22",,,"57","64",
"UKM00003772","HEATHROW, UK","2002-09-23","0.00",,"57","67","51"
"UKM00003772","HEATHROW, UK","2002-09-24","0.00",,"55","65","48"
"UKM00003772","HEATHROW, UK","2002-09-25","0.00",,"56","66","45"
"UKM00003772","HEATHROW, UK","2002-09-26","0.02",,"57","65",
"UKM00003772","HEATHROW, UK","2002-09-27","0.00",,"56","63","46"
"UKM00003772","HEATHROW, UK","2002-09-28",,,"57","67","47"
"UKM00003772","HEATHROW, UK","2002-09-29","0.00",,"59","69","49"
"UKM00003772","HEATHROW, UK","2002-09-30","0.00",,"60","71","50"
"UKM00003772","HEATHROW, UK","2002-10-01","0.00",,"60",,"51"
"UKM00003772","HEATHROW, UK","2002-10-02","0.00",,"62",,"57"
"UKM00003772","HEATHROW, UK","2002-10-03",,,"60","69",
"UKM00003772","HEATHROW, UK","2002-10-04","0.00",,"55","66","44"
"UKM00003772","HEATHROW, UK","2002-10-05","0.00",,"57",,"46"
"UKM00003772","HEATHROW, UK","2002-10-06",,,"59",,
"UKM00003772","HEATHROW, UK","2002-10-07",,,"56","63","53"
"UKM00003772","HEATHROW, UK","2002-10-08","0.00",,"55","62",
"UKM00003772","HEATHROW, UK","2002-10-09","0.00",,"53","60","48"
"UKM00003772","HEATHROW, UK","2002-10-10","0.00",,"56",,"51"
"UKM00003772","HEATHROW, UK","2002-10-11","0.00",,"53",,
"UKM00003772","HEATHROW, UK","2002-10-12","0.12",,"52","61",
"UKM00003772","HEATHROW, UK","2002-10-13",,,"47",,
"UKM00003772","HEATHROW, UK","2002-10-14","0.16",,"51","54",
"UKM00003772","HEATHROW, UK","2002-10-15","0.51",,"52","58","48"
"UKM00003772","HEATHROW, UK","2002-10-16",,,"50",,
"UKM00003772","HEATHROW, UK","2002-10-17","0.00",,"45","53",
"UKM00003772","HEATHROW, UK","2002-10-18",,,"43",,"37"
"UKM00003772","HEATHROW, UK","2002-10-19",,,"44",,"34"
"UKM00003772","HEATHROW, UK","2002-10-20",,,"45","49",
"UKM00003772","HEATHROW, UK","2002-10-21","0.16",,"56","64","46"
"UKM00003772","HEATHROW, UK","2002-10-22","0.26",,"58","62",
"UKM00003772","HEATHROW, UK","2002-10-23",,,"48","54",
"UKM00003772","HEATHROW, UK","2002-10-24",,,"47","56","36"
"UKM00003772","HEATHROW, UK","2002-10-25","0.24",,"55","61","49"
"UKM00003772","HEATHROW, UK","2002-10-26",,,"54","58",
"UKM00003772","HEATHROW, UK","2002-10-27","0.08",,"55",,
"UKM00003772","HEATHROW, UK","2002-10-28","0.00",,"49","57",
"UKM00003772","HEATHROW, UK","2002-10-29",,,"53","58",
"UKM00003772","HEATHROW, UK","2002-10-30","0.20",,"51",,"50"
"UKM00003772","HEATHROW, UK","2002-10-31","0.04",,"54",,"51"
"UKM00003772","HEATHROW, UK","2002-11-01","0.20",,"56","59","54"
"UKM00003772","HEATHROW, UK","2002-11-02","0.35",,"56",,
"UKM00003772","HEATHROW, UK","2002-11-03","0.32",,"53",,
"UKM00003772","HEATHROW, UK","2002-11-04",,,"50","58","44"
"UKM00003772","HEATHROW, UK","2002-11-05",,,"54","58","46"
"UKM00003772","HEATHROW, UK","2002-11-06","0.71",,"53",,
"UKM00003772","HEATHROW, UK","2002-11-07","0.00",,"45",,"40"
"UKM00003772","HEATHROW, UK","2002-11-08","0.31",,"50",,"41"
"UKM00003772","HEATHROW, UK","2002-11-09",,,"49",,
"UKM00003772","HEATHROW, UK","2002-11-10","0.40",,"52","60","46"
"UKM00003772","HEATHROW, UK","2002-11-11",,,"50","57","45"
"UKM00003772","HEATHROW, UK","2002-11-12","0.67",,"51","55",
"UKM00003772","HEATHROW, UK","2002-11-13","0.19",,"50","54","46"
"UKM00003772","HEATHROW, UK","2002-11-14","0.39",,"51","56",
"UKM00003772","HEATHROW, UK","2002-11-15","0.36",,"50","56","44"
"UKM00003772","HEATHROW, UK","2002-11-16",,,"47","51","44"
"UKM00003772","HEATHROW, UK","2002-11-17","0.14",,"47","48",
"UKM00003772","HEATHROW, UK","2002-11-18",,,"41",,
"UKM00003772","HEATHROW, UK","2002-11-19","0.00",,"45","51","42"
"UKM00003772","HEATHROW, UK","2002-11-20","0.02",,"48","52",
"UKM00003772","HEATHROW, UK","2002-11-21","0.24",,"50","54",
"UKM00003772","HEATHROW, UK","2002-11-22","0.63",,"49","52",
"UKM00003772","HEATHROW, UK","2002-11-23","0.36",,"49","54","42"
"UKM00003772","HEATHROW, UK","2002-11-24","0.28",,"46","51","40"
"UKM00003772","HEATHROW, UK","2002-11-25","0.00",,"44",,"41"
"UKM00003772","HEATHROW, UK","2002-11-26",,,"46",,
"UKM00003772","HEATHROW, UK","2002-11-27",,,"49",,"45"
"UKM00003772","HEATHROW, UK","2002-11-28","0.07",,"51","56",
"UKM00003772","HEATHROW, UK","2002-11-29",,,"47","49","44"
"UKM00003772","HEATHROW, UK","2002-11-30",,,"49",,
"UKM00003772","HEATHROW, UK","2002-12-01","0.24",,"51","54",
"UKM00003772","HEATHROW, UK","2002-12-02","0.00",,"49",,
"UKM00003772","HEATHROW, UK","2002-12-03","0.03",,"47","51",
"UKM00003772","HEATHROW, UK","2002-12-04","0.16",,"46","50",
"UKM00003772","HEATHROW, UK","2002-12-05","0.00",,"44",,
"UKM00003772","HEATHROW, UK","2002-12-06","0.00",,"45",,"42"
"UKM00003772","HEATHROW, UK","2002-12-07","0.02",,"41",,
"UKM00003772","HEATHROW, UK","2002-12-08","0.02",,"39",,
"UKM00003772","HEATHROW, UK","2002-12-09",,,"38","42",
"UKM00003772","HEATHROW, UK","2002-12-10",,,"36",,
"UKM00003772","HEATHROW, UK","2002-12-11","0.00",,"38",,
"UKM00003772","HEATHROW, UK","2002-12-12","0.04",,"39",,
"UKM00003772","HEATHROW, UK","2002-12-13",,,"43",,"40"
"UKM00003772","HEATHROW, UK","2002-12-14",,,"44","46",
"UKM00003772","HEATHROW, UK","2002-12-15","0.59",,"44",,"43"
"UKM00003772","HEATHROW, UK","2002-12-16","0.05",,"43","45",
"UKM00003772","HEATHROW, UK","2002-12-17","0.00",,"40",,
"UKM00003772","HEATHROW, UK","2002-12-18","0.00",,"38","45",
"UKM00003772","HEATHROW, UK","2002-12-19","0.00",,"38","44",
"UKM00003772","HEATHROW, UK","2002-12-20",,,"40",,
"UKM00003772","HEATHROW, UK","2002-12-21","0.06",,"45",,"42"
"UKM00003772","HEATHROW, UK","2002-12-22","0.67",,"52",,"45"
"UKM00003772","HEATHROW, UK","2002-12-23","0.00",,"52","54","48"
"UKM00003772","HEATHROW, UK","2002-12-24","0.10",,"54",,"52"
"UKM00003772","HEATHROW, UK","2002-12-25",,,"50","54",
"UKM00003772","HEATHROW, UK","2002-12-26","0.36",,"52",,"48"
"UKM00003772","HEATHROW, UK","2002-12-27","0.28",,"53",,
"UKM00003772","HEATHROW, UK","2002-12-28",,,"47","52","42"
"UKM00003772","HEATHROW, UK","2002-12-29","0.63",,"50","56","42"
"UKM00003772","HEATHROW, UK","2002-12-30","0.79",,"50",,
"UKM00003772","HEATHROW, UK","2002-12-31","0.20",,"41",,
"UKM00003772","HEATHROW, UK","2003-01-01","0.75",,"49",,"39"
"UKM00003772","HEATHROW, UK","2003-01-02","0.36",,"49","53",
"UKM00003772","HEATHROW, UK","2003-01-03","0.00",,"42",,
"UKM00003772","HEATHROW, UK","2003-01-04","0.00",,"36","39",
"UKM00003772","HEATHROW, UK","2003-01-05","0.00",,"33",,
"UKM00003772","HEATHROW, UK","2003-01-06","0.00",,"34",,
"UKM00003772","HEATHROW, UK","2003-01-07","0.00","0.4","31","35",
"UKM00003772","HEATHROW, UK","2003-01-08",,"1.6","31","34",
"UKM00003772","HEATHROW, UK","2003-01-09","0.00","0.4","33",,"30"
"UKM00003772","HEATHROW, UK","2003-01-10","0.00","0.4","38","41","33"
"UKM00003772","HEATHROW, UK","2003-01-11",,,"33","39",
"UKM00003772","HEATHROW, UK","2003-01-12","0.00",,"32",,"23"
"UKM00003772","HEATHROW, UK","2003-01-13",,,"47",,"37"
"UKM00003772","HEATHROW, UK","2003-01-14","0.00",,"49",,
"UKM00003772","HEATHROW, UK","2003-01-15",,,"47","51",
"UKM00003772","HEATHROW, UK","2003-01-16","0.00",,"44","50",
"UKM00003772","HEATHROW, UK","2003-01-17",,,"44",,
"UKM00003772","HEATHROW, UK","2003-01-18","0.00",,"42",,"35"
"UKM00003772","HEATHROW, UK","2003-01-19","0.56",,"46","50",
"UKM00003772","HEATHROW, UK","2003-01-20","0.35",,"47",,"42"
"UKM00003772","HEATHROW, UK","2003-01-21","0.04",,"47","49",
"UKM00003772","HEATHROW, UK","2003-01-22","0.39",,"45","49","41"
"UKM00003772","HEATHROW, UK","2003-01-23",,,"43",,
"UKM00003772","HEATHROW, UK","2003-01-24","0.00",,"42","51","32"
"UKM00003772","HEATHROW, UK","2003-01-25","0.04",,"49",,
"UKM00003772","HEATHROW, UK","2003-01-26","0.03",,"49",,"40"
"UKM00003772","HEATHROW, UK","2003-01-27",,,"50","59",
"UKM00003772","HEATHROW, UK","2003-01-28","0.11",,"44","49",
"UKM00003772","HEATHROW, UK","2003-01-29","0.00",,"41",,
"UKM00003772","HEATHROW, UK","2003-01-30","0.12","2.0","35",,
"UKM00003772","HEATHROW, UK","2003-01-31",,"0.8","32",,
"UKM00003772","HEATHROW, UK","2003-02-01","0.32","0.4","38","47","32"
"UKM00003772","HEATHROW, UK","2003-02-02","0.04",,"42","48","35"
"UKM00003772","HEATHROW, UK","2003-02-03",,,"40","45",
"UKM00003772","HEATHROW, UK","2003-02-04",,,"36","43",
"UKM00003772","HEATHROW, UK","2003-02-05","0.00",,"35","41",
"UKM00003772","HEATHROW, UK","2003-02-06",,,"36","45",
"UKM00003772","HEATHROW, UK","2003-02-07","0.04",,"47",,"41"
"UKM00003772","HEATHROW, UK","2003-02-08","0.00",,"49",,
"UKM00003772","HEATHROW, UK","2003-02-09","0.24",,"46","47",
"UKM00003772","HEATHROW, UK","2003-02-10","0.00",,"42",,"38"
"UKM00003772","HEATHROW, UK","2003-02-11","0.20",,"43",,
"UKM00003772","HEATHROW, UK","2003-02-12","0.06",,"43",,
"UKM00003772","HEATHROW, UK","2003-02-13",,,"35",,
"UKM00003772","HEATHROW, UK","2003-02-14","0.00",,"34","40",
"UKM00003772","HEATHROW, UK","2003-02-15","0.00",,"35",,
"UKM00003772","HEATHROW, UK","2003-02-16","0.00",,"35","39",
"UKM00003772","HEATHROW, UK","2003-02-17","0.00",,"34","40",
"UKM00003772","HEATHROW, UK","2003-02-18","0.00",,"34","42",
"UKM00003772","HEATHROW, UK","2003-02-19","0.00",,"34","41","28"
"UKM00003772","HEATHROW, UK","2003-02-20","0.00",,"40",,"33"
"UKM00003772","HEATHROW, UK","2003-02-21",,,"42","55",
"UKM00003772","HEATHROW, UK","2003-02-22","0.00",,"40","49",
"UKM00003772","HEATHROW, UK","2003-02-23","0.00",,"48","56","37"
"UKM00003772","HEATHROW, UK","2003-02-24",,,"47","57",
"UKM00003772","HEATHROW, UK","2003-02-25","0.00",,"46",,
"UKM00003772","HEATHROW, UK","2003-02-26","0.00",,"48",,"41"
"UKM00003772","HEATHROW, UK","2003-02-27","0.00",,"49","57","42"
"UKM00003772","HEATHROW, UK","2003-02-28","0.16",,"48",,
"UKM00003772","HEATHROW, UK","2003-03-01","0.04",,"47","58","39"
"UKM00003772","HEATHROW, UK","2003-03-02",,,"46","53",
"UKM00003772","HEATHROW, UK","2003-03-03","0.00",,"42","50",
"UKM00003772","HEATHROW, UK","2003-03-04","0.02",,"50","58","44"
"UKM00003772","HEATHROW, UK","2003-03-05","0.00",,"51",,
"UKM00003772","HEATHROW, UK","2003-03-06",,,"45","54","36"
"UKM00003772","HEATHROW, UK","2003-03-07",,,"45",,"41"
"UKM00003772","HEATHROW, UK","2003-03-08","0.02",,"48","52","42"
"UKM00003772","HEATHROW, UK","2003-03-09","0.00",,"52","56",
"UKM00003772","HEATHROW, UK","2003-03-10",,,"51","56","46"
"UKM00003772","HEATHROW, UK","2003-03-11",,,"51","54",
"UKM00003772","HEATHROW, UK","2003-03-12",,,"45","48",
"UKM00003772","HEATHROW, UK","2003-03-13","0.00",,"42","49","35"
"UKM00003772","HEATHROW, UK","2003-03-14","0.00",,"43",,"35"
"UKM00003772","HEATHROW, UK","2003-03-15","0.00",,"43","51",
"UKM00003772","HEATHROW, UK","2003-03-16","0.00",,"45",,"36"
"UKM00003772","HEATHROW, UK","2003-03-17","0.00",,"46","62","33"
"UKM00003772","HEATHROW, UK","2003-03-18",,,"44","54",
"UKM00003772","HEATHROW, UK","2003-03-19","0.00",,"46","59","33"
"UKM00003772","HEATHROW, UK","2003-03-20","0.00",,"46","60","34"
"UKM00003772","HEATHROW, UK","2003-03-21","0.00",,"44",,
"UKM00003772","HEATHROW, UK","2003-03-22","0.00",,"44","56","33"
"UKM00003772","HEATHROW, UK","2003-03-23","0.00",,"50",,
"UKM00003772","HEATHROW, UK","2003-03-24","0.00",,"52","63","43"
"UKM00003772","HEATHROW, UK","2003-03-25","0.00",,"53",,
"UKM00003772","HEATHROW, UK","2003-03-26","0.00",,"52",,"43"
"UKM00003772","HEATHROW, UK","2003-03-27","0.00",,"51","63","42"
"UKM00003772","HEATHROW, UK","2003-03-28","0.00",,"49","60",
"UKM00003772","HEATHROW, UK","2003-03-29",,,"54","61","48"
"UKM00003772","HEATHROW, UK","2003-03-30","0.00",,"53","62",
"UKM00003772","HEATHROW, UK","2003-03-31","0.00",,"49","58",
"UKM00003772","HEATHROW, UK","2003-04-01",,,"46",,"39"
"UKM00003772","HEATHROW, UK","2003-04-02","0.02",,"45","53","41"
"UKM00003772","HEATHROW, UK","2003-04-03","0.00",,"48","56","38"
"UKM00003772","HEATHROW, UK","2003-04-04",,,"54",,"43"
"UKM00003772","HEATHROW, UK","2003-04-05","0.00",,"52","61","46"
"UKM00003772","HEATHROW, UK","2003-04-06","0.00",,"47",,
"UKM00003772","HEATHROW, UK","2003-04-07","0.00",,"41",,"35"
"UKM00003772","HEATHROW, UK","2003-04-08","0.00",,"40","49","31"
"UKM00003772","HEATHROW, UK","2003-04-09",,,"39","47","32"
"UKM00003772","HEATHROW, UK","2003-04-10",,,"40","48",
"UKM00003772","HEATHROW, UK","2003-04-11","0.00",,"42",,"31"
"UKM00003772","HEATHROW, UK","2003-04-12",,,"47","58","33"
"UKM00003772","HEATHROW, UK","2003-04-13",,,"55","65","42"
"UKM00003772","HEATHROW, UK","2003-04-14","0.00",,"59","65","52"
"UKM00003772","HEATHROW, UK","2003-04-15","0.00",,"62","74","51"
"UKM00003772","HEATHROW, UK","2003-04-16","0.00",,"63","79","48"
"UKM00003772","HEATHROW, UK","2003-04-17","0.00",,"61","72","51"
"UKM00003772","HEATHROW, UK","2003-04-18","0.00",,"58","71",
"UKM00003772","HEATHROW, UK","2003-04-19",,,"46","52","42"
"UKM00003772","HEATHROW, UK","2003-04-20","0.00",,"50","59","44"
"UKM00003772","HEATHROW, UK","2003-04-21",,,"53","60",
"UKM00003772","HEATHROW, UK","2003-04-22","0.00",,"53","64","42"
"UKM00003772","HEATHROW, UK","2003-04-23","0.00",,"54","66","44"
"UKM00003772","HEATHROW, UK","2003-04-24",,,"53","62","44"
"UKM00003772","HEATHROW, UK","2003-04-25",,,"56","66",
"UKM00003772","HEATHROW, UK","2003-04-26","0.08",,"52",,"46"
"UKM00003772","HEATHROW, UK","2003-04-27",,,"56","63","49"
"UKM00003772","HEATHROW, UK","2003-04-28","0.36",,"54",,
"UKM00003772","HEATHROW, UK","2003-04-29","0.00",,"55",,"48"
"UKM00003772","HEATHROW, UK","2003-04-30","0.14",,"54",,
"UKM00003772","HEATHROW, UK","2003-05-01","0.20",,"54","63","47"
"UKM00003772","HEATHROW, UK","2003-05-02","0.32",,"52","58",
"UKM00003772","HEATHROW, UK","2003-05-03","0.02",,"53","61","46"
"UKM00003772","HEATHROW, UK","2003-05-04",,,"60","72",
"UKM00003772","HEATHROW, UK","2003-05-05",,,"57","63",
"UKM00003772","HEATHROW, UK","2003-05-06","0.00",,"54","64","42"
"UKM00003772","HEATHROW, UK","2003-05-07",,,"55","67",
"UKM00003772","HEATHROW, UK","2003-05-08","0.00",,"54","61","45"
"UKM00003772","HEATHROW, UK","2003-05-09","0.00",,"55","65",
"UKM00003772","HEATHROW, UK","2003-05-10",,,"51","60",
"UKM00003772","HEATHROW, UK","2003-05-11",,,"51","63","42"
"UKM00003772","HEATHROW, UK","2003-05-12","0.20",,"50","58",
"UKM00003772","HEATHROW, UK","2003-05-13","0.19",,"47","55","39"
"UKM00003772","HEATHROW, UK","2003-05-14","0.04",,"50","61","40"
"UKM00003772","HEATHROW, UK","2003-05-15",,,"52",,"40"
"UKM00003772","HEATHROW, UK","2003-05-16","0.18",,"51","54","47"
"UKM00003772","HEATHROW, UK","2003-05-17","0.14",,"55","61","51"
"UKM00003772","HEATHROW, UK","2003-05-18","0.00",,"56","62","52"
"UKM00003772","HEATHROW, UK","2003-05-19",,,"54","62",
"UKM00003772","HEATHROW, UK","2003-05-20","0.12",,"52","59","46"
"UKM00003772","HEATHROW, UK","2003-05-21","0.00",,"56","62","50"
"UKM00003772","HEATHROW, UK","2003-05-22","0.08",,"59","66","55"
"UKM00003772","HEATHROW, UK","2003-05-23","0.00",,"57","64",
"UKM00003772","HEATHROW, UK","2003-05-24",,,"55","64","49"
"UKM00003772","HEATHROW, UK","2003-05-25",,,"56","65","47"
"UKM00003772","HEATHROW, UK","2003-05-26",,,"58",,"47"
"UKM00003772","HEATHROW, UK","2003-05-27",,,"58","64",
"UKM00003772","HEATHROW, UK","2003-05-28","0.00",,"65","75","53"
"UKM00003772","HEATHROW, UK","2003-05-29","0.00",,"66",,"53"
"UKM00003772","HEATHROW, UK","2003-05-30","0.00",,"69","81","54"
"UKM00003772","HEATHROW, UK","2003-05-31","0.00",,"72",,"61"
"UKM00003772","HEATHROW, UK","2003-06-01",,,"64","75","58"
"UKM00003772","HEATHROW, UK","2003-06-02","0.00",,"64",,
"UKM00003772","HEATHROW, UK","2003-06-03",,,"62","72","53"
"UKM00003772","HEATHROW, UK","2003-06-04",,,"62","71",
"UKM00003772","HEATHROW, UK","2003-06-05",,,"61","71","51"
"UKM00003772","HEATHROW, UK","2003-06-06",,,"60","66",
"UKM00003772","HEATHROW, UK","2003-06-07","0.02",,"65","74",
"UKM00003772","HEATHROW, UK","2003-06-08","0.40",,"59",,"53"
"UKM00003772","HEATHROW, UK","2003-06-09",,,"60","70","50"
"UKM00003772","HEATHROW, UK","2003-06-10","0.04",,"64","73",
"UKM00003772","HEATHROW, UK","2003-06-11","0.00",,"63","71","56"
"UKM00003772","HEATHROW, UK","2003-06-12",,,"63","74","55"
"UKM00003772","HEATHROW, UK","2003-06-13","0.00",,"64","74","49"
"UKM00003772","HEATHROW, UK","2003-06-14",,,"68","77",
"UKM00003772","HEATHROW, UK","2003-06-15","0.00",,"68","80",
"UKM00003772","HEATHROW, UK","2003-06-16","0.00",,"71","81","59"
"UKM00003772","HEATHROW, UK","2003-06-17",,,"68","79","60"
"UKM00003772","HEATHROW, UK","2003-06-18",,,"64","70","56"
"UKM00003772","HEATHROW, UK","2003-06-19",,,"67","76",
"UKM00003772","HEATHROW, UK","2003-06-20","0.00",,"63","72","54"
"UKM00003772","HEATHROW, UK","2003-06-21","0.00",,"65","78","53"
"UKM00003772","HEATHROW, UK","2003-06-22",,,"68","78","59"
"UKM00003772","HEATHROW, UK","2003-06-23","0.73",,"66","74",
"UKM00003772","HEATHROW, UK","2003-06-24","0.00",,"64","74",
"UKM00003772","HEATHROW, UK","2003-06-25",,,"64","73",
"UKM00003772","HEATHROW, UK","2003-06-26",,,"66","76","59"
"UKM00003772","HEATHROW, UK","2003-06-27",,,"65","72",
"UKM00003772","HEATHROW, UK","2003-06-28",,,"62","72","51"
"UKM00003772","HEATHROW, UK","2003-06-29","0.00",,"67","79","52"
"UKM00003772","HEATHROW, UK","2003-06-30","0.32",,"63","70",
"UKM00003772","HEATHROW, UK","2003-07-01","0.04",,"62","69","57"
"UKM00003772","HEATHROW, UK","2003-07-02","0.00",,"62","69",
"UKM00003772","HEATHROW, UK","2003-07-03","0.22",,"61","68","56"
"UKM00003772","HEATHROW, UK","2003-07-04","0.00",,"63","72","53"
"UKM00003772","HEATHROW, UK","2003-07-05","0.00",,"62","67","53"
"UKM00003772","HEATHROW, UK","2003-07-06","0.00",,"65","74","59"
"UKM00003772","HEATHROW, UK","2003-07-07","0.00",,"64","72",
"UKM00003772","HEATHROW, UK","2003-07-08","0.00",,"67",,"57"
"UKM00003772","HEATHROW, UK","2003-07-09","0.00",,"72","83",
"UKM00003772","HEATHROW, UK","2003-07-10","0.00",,"73","85",
"UKM00003772","HEATHROW, UK","2003-07-11","0.00",,"68",,
"UKM00003772","HEATHROW, UK","2003-07-12","0.00",,"68",,
"UKM00003772","HEATHROW, UK","2003-07-13","0.00",,"70","83","59"
"UKM00003772","HEATHROW, UK","2003-07-14","0.00",,"73",,"60"
"UKM00003772","HEATHROW, UK","2003-07-15","0.00",,"78",,"63"
"UKM00003772","HEATHROW, UK","2003-07-16",,,"70","76","66"
"UKM00003772","HEATHROW, UK","2003-07-17","0.14",,"65","70",
"UKM00003772","HEATHROW, UK","2003-07-18","0.00",,"67","77","62"
"UKM00003772","HEATHROW, UK","2003-07-19","0.00",,"71","83","60"
"UKM00003772","HEATHROW, UK","2003-07-20","0.00",,"68","76",
"UKM00003772","HEATHROW, UK","2003-07-21","0.00",,"67","77","58"
"UKM00003772","HEATHROW, UK","2003-07-22","0.00",,"67","76","58"
"UKM00003772","HEATHROW, UK","2003-07-23",,,"66","76",
"UKM00003772","HEATHROW, UK","2003-07-24","0.02",,"65","76",
"UKM00003772","HEATHROW, UK","2003-07-25","0.22",,"63","71",
"UKM00003772","HEATHROW, UK","2003-07-26","0.03",,"62",,"54"
"UKM00003772","HEATHROW, UK","2003-07-27","0.20",,"65","74","58"
"UKM00003772","HEATHROW, UK","2003-07-28",,,"64","74","53"
"UKM00003772","HEATHROW, UK","2003-07-29","0.14",,"65","71",
"UKM00003772","HEATHROW, UK","2003-07-30","0.00",,"67","77",
"UKM00003772","HEATHROW, UK","2003-07-31",,,"65","74","59"
"UKM00003772","HEATHROW, UK","2003-08-01","0.05",,"63","67",
"UKM00003772","HEATHROW, UK","2003-08-02",,,"67","77","54"
"UKM00003772","HEATHROW, UK","2003-08-03","0.00",,"71","85",
"UKM00003772","HEATHROW, UK","2003-08-04","0.00",,"75",,"62"
"UKM00003772","HEATHROW, UK","2003-08-05",,,"76","90","66"
"UKM00003772","HEATHROW, UK","2003-08-06","0.00",,"81","95",
"UKM00003772","HEATHROW, UK","2003-08-07","0.00",,"75",,"64"
"UKM00003772","HEATHROW, UK","2003-08-08","0.00",,"76",,"66"
"UKM00003772","HEATHROW, UK","2003-08-09","0.00",,"80","95","65"
"UKM00003772","HEATHROW, UK","2003-08-10","0.00",,"83","100",
"UKM00003772","HEATHROW, UK","2003-08-11","0.00",,"80","93","68"
"UKM00003772","HEATHROW, UK","2003-08-12","0.00",,"75","86","66"
"UKM00003772","HEATHROW, UK","2003-08-13","0.00",,"73","83","63"
"UKM00003772","HEATHROW, UK","2003-08-14","0.00",,"68","77","60"
"UKM00003772","HEATHROW, UK","2003-08-15","0.00",,"66","76","56"
"UKM00003772","HEATHROW, UK","2003-08-16","0.02",,"65","75","59"
"UKM00003772","HEATHROW, UK","2003-08-17","0.00",,"69","81","59"
"UKM00003772","HEATHROW, UK","2003-08-18",,,"68","78",
"UKM00003772","HEATHROW, UK","2003-08-19","0.00",,"63","74","53"
"UKM00003772","HEATHROW, UK","2003-08-20","0.00",,"63","74","51"
"UKM00003772","HEATHROW, UK","2003-08-21","0.00",,"66",,"57"
"UKM00003772","HEATHROW, UK","2003-08-22",,,"70","79","64"
"UKM00003772","HEATHROW, UK","2003-08-23","0.00",,"72","81","63"
"UKM00003772","HEATHROW, UK","2003-08-24",,,"71","78",
"UKM00003772","HEATHROW, UK","2003-08-25","0.00",,"65","70","59"
"UKM00003772","HEATHROW, UK","2003-08-26","0.00",,"66","74","58"
"UKM00003772","HEATHROW, UK","2003-08-27","0.00",,"66","74",
"UKM00003772","HEATHROW, UK","2003-08-28",,,"61",,
"UKM00003772","HEATHROW, UK","2003-08-29","0.20",,"58","67",
"UKM00003772","HEATHROW, UK","2003-08-30","0.00",,"58","67",
"UKM00003772","HEATHROW, UK","2003-08-31","0.00",,"58","69",
"UKM00003772","HEATHROW, UK","2003-09-01","0.00",,"60","67",
"UKM00003772","HEATHROW, UK","2003-09-02",,,"61",,"53"
"UKM00003772","HEATHROW, UK","2003-09-03","0.00",,"65","72",
"UKM00003772","HEATHROW, UK","2003-09-04","0.00",,"64","76",
"UKM00003772","HEATHROW, UK","2003-09-05","0.00",,"67",,
"UKM00003772","HEATHROW, UK","2003-09-06","0.02",,"62",,
